name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
Adams, W. H. Davenport (William Henry Davenport), 1828-1891	personal		Author			UNCG	CDM	tb1
Addams, Jane						UNCG	CDM	Carolinian
Addison, Christopher Addison, 1st Viscount, 1869-1951						UNCG	CDM	wwipams
Addison, Julia de Wolf Gibbs, 1866-	personal		Author			UNCG	CDM	tb1
Ade, George, 1866-1944	personal		Author			UNCG	CDM	tb1
Ade, George, 1866-1944	personal		Author			UNCG	CDM	tb1
Adelphian Literary Society						UNCG	CDM	Carolinian
Adidas	corporate					UNCG	CDM	ui
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Adkins, Kim			Interviewer			UNCG	CDM	wvhp
Aerial Photography Services, Inc.	corporate					UNCG	CDM	ui
AF	personal		Binding Designer			UNCG	CDM	tb1
AFS	personal		Binding Designer			UNCG	CDM	tb1
Agee, Lynne						UNCG	CDM	ui
Ager, Milton			Composer			UNCG	CDM	Hansen
Ager, Milton			Composer			UNCG	CDM	Hansen
Ager, Milton			Composer			UNCG	CDM	Hansen
Ager, Milton			Composer			UNCG	CDM	Hansen
Agostini, Peter						UNCG	CDM	ui
Aiken, May	personal		Illustrator			UNCG	CDM	tb1
Aikin, John, 1747-1822	personal		Author			UNCG	CDM	tb1
Aikin, Lucy, 1781-1864	personal		Author			UNCG	CDM	tb1
Aikman, William, 1824-1909	personal		Author			UNCG	CDM	tb1
Ainsworth, Catherine Harris Eller (1910 - 2000)						UNCG	CDM	MSS
Albanese, Naomi G.						UNCG	CDM	Carolinian
Albéniz, Isaac, 1860-1909						UNCG	CDM	Greenhouse
Albéniz, Isaac, 1860-1909						UNCG	CDM	Greenhouse
Albright, Bert						UNCG	CDM	Carolinian
Albright, James W.	personal		Editor			UNCG	CDM	GSOPatriot
Albright, James W.	personal		Editor			UNCG	CDM	GSOPatriot
Albright, James W., 1835-1917	personal					UNCG	CDM	ttt
Albright, Linnie						UNCG	CDM	Carolinian
Albright, Robert H.	personal		Editor			UNCG	CDM	GSOPatriot
Alcott, Louisa May, 1832-1888	personal		Author	Alcott, Louisa May, 1832-1888	http://id.loc.gov/authorities/names/n79117152	UNCG	CDM	tb1
Alcott, Louisa May, 1832-1888	personal		Author	Alcott, Louisa May, 1832-1888	http://id.loc.gov/authorities/names/n79117152	UNCG	CDM	tb1
Alcott, William A. (William Andrus), 1798-1859	personal		Author			UNCG	CDM	tb1
Alden, Cynthia May Westover, 1862-1931	personal		Author			UNCG	CDM	tb1
Alden, Mary	personal					UNCG	CDM	HENP
Alderighi, Dante, 1898-1968						UNCG	CDM	Greenhouse
Alderman Studio, Greensboro, N.C.						UNCG	CDM	ui
Alderman Studio, Raleigh, N.C.						UNCG	CDM	ui
Alderman, Edwin A.						UNCG	CDM	Carolinian
Alderman, S. L.	personal					UNCG	CDM	GoodMed
Aldrich and Aldrich						UNCG	CDM	ui
Aldrich and Aldrich Athletic Clothing, Chicago						UNCG	CDM	ui
Aldrich and Aldrich Standardized Gymnasium Costumes, Chicago						UNCG	CDM	ui
Aldrich, Thomas Bailey, 1836-1907	personal		Author			UNCG	CDM	tb1
Aldrich, Thomas Bailey, 1836-1907	personal		Author			UNCG	CDM	tb1
Aldridge, Janet	personal		Author			UNCG	CDM	tb1
Alenev, Evgenii Fedorovich, 1864-190						UNCG	CDM	Greenhouse
Alexander, Annie Moring						UNCG	CDM	tb1
Alexander, Annie Moring						UNCG	CDM	Carolinian
Alexander, David						UNCG	CDM	ui
Alexander, Elreta Melton, 1919-1998						UNCG	CDM	MSS
Alexander, Geo. W.	personal		Binding Designer			UNCG	CDM	tb1
Alexander, Geo. W.	personal		Binding Designer			UNCG	CDM	tb1
Alexander, Geo. W.	personal		Binding Designer			UNCG	CDM	tb1
Alexander, Grace Swank						UNCG	CDM	wvhp
Alexander, Ida						UNCG	CDM	Carolinian
Alexander, John	personal					UNCG	CDM	Community
Alexander, John						UNCG	CDM	CivilRights
Alexander, John						UNCG	CDM	CivilRights
Alexander, John White, 1856-1915	personal		Illustrator			UNCG	CDM	tb1
Alexander, Lex						UNCG	CDM	CivilRights
Alexander, Louise Brevard						UNCG	CDM	Carolinian
Alexander, Mrs., 1825-1902	personal		Author			UNCG	CDM	tb1
Alexanian, Diran, 1881-1954						UNCG	CDM	Greenhouse
Alford, Harry L.			Composer			UNCG	CDM	Hansen
Allan, Dave			Lyricist			UNCG	CDM	Hansen
Allegrone, Helen Russell						UNCG	CDM	wvhp
Alleine, Joseph, 1634-1668.						UNCG	CDM	MSS
Allen V. Smith, Inc.	corporate					UNCG	CDM	HENP
Allen, Alice E.	personal		Author			UNCG	CDM	tb1
Allen, Carolyn						UNCG	CDM	CivilRights
Allen, Courtney						UNCG	CDM	MSS
Allen, Edgar			Composer			UNCG	CDM	Hansen
Allen, Frank Waller, 1878-	personal		Author			UNCG	CDM	tb1
Allen, Ida Bailey, 1885-1973	personal					UNCG	CDM	HENP
Allen, Ida Cogswell Bailey, 1885-1973	personal					UNCG	CDM	HENP
Allen, James H.						UNCG	CDM	CivilRights
Allen, James H.						UNCG	CDM	CivilRights
Allen, James H.						UNCG	CDM	ui
Allen, James H.						UNCG	CDM	Carolinian
Allen, James Lane, 1849-1925	personal		Author			UNCG	CDM	tb1
Allen, Leslie M.						UNCG	CDM	CivilRights
Allen, Loretta Hilliard						UNCG	CDM	Carolinian
Allen, Marietta						UNCG	CDM	ui
Allen, Martha	personal		Editor			UNCG	CDM	Carolinian
Allen, Nathan, 1813-1889						UNCG	CDM	PEPams
Allen, Nettie M.						UNCG	CDM	Carolinian
Allen, Nettie Marvin						UNCG	CDM	ui
Allen, Nettie Marvin						UNCG	CDM	MSS
Allen, Olive						UNCG	CDM	Carolinian
Allen, Van S.	personal					UNCG	CDM	UrbanDevGSO
Allen, Verniesa R.	personal		Editor			UNCG	CDM	Carolinian
Allen, Willis Boyd, 1855-1938	personal		Author			UNCG	CDM	tb1
Allende, Pedro Humberto, 1885-1959						UNCG	CDM	Greenhouse
Allied and Associated Powers (1914-1920).Treaties, etc.Austria, 1919 Sept. 10				Treaty of Peace Between the Allied and Associated Powers and Austria (1919 September 10)	http://id.loc.gov/authorities/names/n83033789	UNCG	CDM	wwipams
Allin, Susan	personal					UNCG	CDM	HENP
Allison, Pauline Rogstad						UNCG	CDM	wvhp
Allman, Leo M.	personal					UNCG	CDM	HENP
Alpha Delta Kappa						UNCG	CDM	MSS
Alpha Delta Kappa						UNCG	CDM	MSS
Alpha Phi Alpha	corporate					UNCG	CDM	Community
Alpz						UNCG	CDM	ui
Alt, John						UNCG	CDM	Carolinian
Alternative Resouces of the Triad						UNCG	CDM	MSS
Alternative Resources of the Triad						UNCG	CDM	MSS
Altschul, Charles, 1857-1927						UNCG	CDM	wwipams
Altschuler, J.A.			Lyricist			UNCG	CDM	Hansen
Altsheler, Joseph A. (Joseph Alexander), 1862-1919	personal		Author			UNCG	CDM	tb1
Aluminum Cooking Utensil Company	corporate					UNCG	CDM	HENP
AMA Systems, Inc.	corporate					UNCG	CDM	HENP
Amber, 1844-1896	personal		Author			UNCG	CDM	tb1
Ambris, Alceste de						UNCG	CDM	wwipams
American Alliance for Health, Physical Education, and Recreation.	corporate					UNCG	CDM	PEPams
American Association for Health, Physical Education, and Recreation	corporate					UNCG	CDM	PEPams
American Association for the Advancement of Physical Education	corporate					UNCG	CDM	PEPams
American Bank Note Company	corporate		Illustrator			UNCG	CDM	tb1
American Can Company. Home Economics Department.	corporate					UNCG	CDM	HENP
American Council of Christian Churches	corporate					UNCG	CDM	CivilRights
American Dairy Association	corporate					UNCG	CDM	HENP
American Gas Association	corporate					UNCG	CDM	HENP
American Gymnastic Union	corporate					UNCG	CDM	PEPams
American Home Economics Association. Student Member Section	corporate					UNCG	CDM	ui
American Hospital Association	corporate					UNCG	CDM	Cone
American Jewish Committee	corporate					UNCG	CDM	wwipams
American Legion (Greensboro, N.C.)	corporate					UNCG	CDM	ttt
American Library Association.War Service Committee.	corporate					UNCG	CDM	wwipams
American Library Association.War Service Library Week Committee.	corporate					UNCG	CDM	wwipams
American Meat Institute. Dept. of Public Information	corporate					UNCG	CDM	HENP
American National Red Cross	corporate					UNCG	CDM	wwipams
American Recording Society Orchestra	corporate					UNCG	CDM	Greenhouse
American Red Cross	corporate					UNCG	CDM	GoodMed
American Red Cross	corporate					UNCG	CDM	GoodMed
American Red Cross	corporate					UNCG	CDM	GoodMed
American Red Cross	corporate					UNCG	CDM	wvhp
American Red Cross	corporate					UNCG	CDM	wvhp
American Red Cross, Greensboro (N.C.) chapter	corporate					UNCG	CDM	GoodMed
American Society for Research in Physical Education	corporate					UNCG	CDM	PEPams
American Thermometer Co.	corporate					UNCG	CDM	HENP
American Tract Society	corporate					UNCG	CDM	MSS
American Tract Society	corporate					UNCG	CDM	tb1
American Women's Hospitals	corporate					UNCG	CDM	Gove
American Women's Hospitals	corporate					UNCG	CDM	wwipams
Ames, Mary Ellis	personal					UNCG	CDM	HENP
Ames, V. B.	personal		Author			UNCG	CDM	tb1
Amherst College	corporate					UNCG	CDM	PEPams
Amherst College Board of Trustees.	corporate					UNCG	CDM	PEPams
Amherst College Dept. of Physical Education and Hygiene	corporate					UNCG	CDM	PEPams
Amherst College. Department of Hygiene and Physical Education	corporate					UNCG	CDM	PEPams
Amick, Joy D.						UNCG	CDM	Carolinian
Amory, Esmerie	personal		Author			UNCG	CDM	tb1
Anchor Sales & Marketing, Inc.	corporate					UNCG	CDM	ui
Ancliffe, Charles	personal		Composer			UNCG	CDM	Hansen
Andavall, Ann Holder	personal					UNCG	CDM	wvhp
Andersen, H. C. (Hans Christian), 1805-1875	personal		Author			UNCG	CDM	tb1
Anderson, Alexander, 1775-1870	personal		Illustrator			UNCG	CDM	tb1
Anderson, Alexander, 1775-1870	personal		Illustrator			UNCG	CDM	tb1
Anderson, Alexander, 1775-1870	personal					UNCG	CDM	tb1
Anderson, Elaine Agnes	personal					UNCG	CDM	wvhp
Anderson, Eliza Hill, 1804-1888	personal		Author			UNCG	CDM	tb1
Anderson, Elizabeth	personal					UNCG	CDM	Carolinian
Anderson, Elsie	personal					UNCG	CDM	Carolinian
Anderson, Harry	personal					UNCG	CDM	MSS
Anderson, Jane	personal					UNCG	CDM	wwipams
Anderson, Laura	personal					UNCG	CDM	Carolinian
Anderson, Mary, 1859-1940	personal		Author			UNCG	CDM	tb1
Anderson, Maxwell, 1888-1959	personal					UNCG	CDM	ui
Anderson, Ruth Tate	personal					UNCG	CDM	Carolinian
Anderson, Will R.	personal		Composer			UNCG	CDM	Hansen
Anderson, William Gilbert, 1860-	personal					UNCG	CDM	PEPams
Anderson, William Gilbert, 1860-	personal					UNCG	CDM	PEPams
Anderton, Laura	personal					UNCG	CDM	Carolinian
Anderton, Laura G.	personal					UNCG	CDM	wvhp
Anderton, Laura G.	personal					UNCG	CDM	ui
Anderton, Laura G.	personal					UNCG	CDM	MSS
Andler, Charles, 1866-1933.	personal					UNCG	CDM	wwipams
Andrea, A Louise	personal					UNCG	CDM	HENP
Andrew & Filmer	personal					UNCG	CDM	tb1
Andrew, David	personal		Editor			UNCG	CDM	Carolinian
Andrew, David	personal		Editor			UNCG	CDM	Carolinian
Andrews, A. J	personal					UNCG	CDM	PEPams
Andrews, Harriet D.. Talcott, Mary K.	personal		Illustrator			UNCG	CDM	tb1
Andrews, Jane, 1833-1887	personal		Author			UNCG	CDM	tb1
Andrews, Jane, 1833-1887	personal		Author			UNCG	CDM	tb1
Andrews, Jane, 1833-1887	personal		Author			UNCG	CDM	tb1
Andrews, Margaret.	personal					UNCG	CDM	HENP
Andrews, Mary Raymond Shipman, -1936	personal		Author			UNCG	CDM	tb1
Andriesse, Al.	personal		Composer			UNCG	CDM	Hansen
Andris, Paula A.	personal					UNCG	CDM	ui
Ange-van Heugten, Kimberly	personal					UNCG	CDM	HENP
Angelo Maria Fiorè	personal					UNCG	CDM	Greenhouse
Angelo, Bonnie	personal					UNCG	CDM	ui
Angelo, Bonnie	personal		Editor			UNCG	CDM	Carolinian
Angelo, Bonnie [See also Levy, Bonnie Angelo]	personal					UNCG	CDM	Carolinian
Angle?s, Rafael, 1730-1816	personal					UNCG	CDM	Greenhouse
Anliker, Jean.	personal					UNCG	CDM	HENP
Annie	personal					UNCG	CDM	ui
Anonymous	personal					UNCG	CDM	Carolinian
Anstey, F., 1856-1934	personal		Author			UNCG	CDM	tb1
Anthony, Geraldine	personal		Author			UNCG	CDM	tb1
Anthony, Lotta Rowe	personal		Author			UNCG	CDM	tb1
Anti-slavery and Aborigines Protection Society (Great Britain)						UNCG	CDM	wwipams
Anton, Mary	personal					UNCG	CDM	HENP
Antonii, Giovanni Battista degli, approximately 1660-1698						UNCG	CDM	Greenhouse
Antonio Bartolomeo Bruni						UNCG	CDM	Greenhouse
Apostolacus, Barbara						UNCG	CDM	Carolinian
Appel, Ethel Belle, approximately 1874-	personal		Binding Designer			UNCG	CDM	tb1
Appel, Ethel Belle, approximately 1874-	personal		Binding Designer			UNCG	CDM	tb1
Apple, Richard G.						UNCG	CDM	CivilRights
Appleton, W. A. (William Archibald), b. 1859						UNCG	CDM	wwipams
Applewhite, James						UNCG	CDM	Carolinian
Applewhite, Mary K.						UNCG	CDM	Carolinian
Arcadia Publishing Co.	corporate					UNCG	CDM	Community
Archbald, Anna	personal		Author			UNCG	CDM	tb1
Archer, Charles S.	personal					UNCG	CDM	HENP
Archer, Millie						UNCG	CDM	Carolinian
Archer, William, 1856-1924						UNCG	CDM	wwipams
Archibald, George, Mrs.	personal		Author			UNCG	CDM	tb1
Archives gnrales du Royaume (Belgium)						UNCG	CDM	wwipams
Arkansas Rice Growers	corporate					UNCG	CDM	HENP
Armenaki, Doris Wofford						UNCG	CDM	wvhp
Armfield, Alice						UNCG	CDM	Carolinian
Armfield, Beverly Bell						UNCG	CDM	ui
Armfield, Blanche	personal		Editor			UNCG	CDM	Carolinian
Armfield, Blanche						UNCG	CDM	Carolinian
Armfield, Nell						UNCG	CDM	Carolinian
Armour and Company	corporate					UNCG	CDM	HENP
Armour Food Company	corporate					UNCG	CDM	HENP
Armstrong, Helen Maitland, 1869-1948	personal		Illustrator			UNCG	CDM	tb1
Armstrong, Helen Maitland, 1869-1948	personal		Illustrator			UNCG	CDM	tb1
Armstrong, M. F. (Mary Frances), -1903	personal		Author			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Illustrator			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Binding Designer			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Author			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Illustrator			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Binding Designer			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Binding Designer			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Binding Designer			UNCG	CDM	tb1
Armstrong, Margaret, 1867-1944	personal		Illustrator			UNCG	CDM	PEPams
Armstrong, Margaret, 1867-1944	personal		Illustrator			UNCG	CDM	tb1
Army Air Forces Personnel Distribution Command	corporate					UNCG	CDM	ttt
Arndt, Murray D.						UNCG	CDM	Carolinian
Arnett, Ethel	personal					UNCG	CDM	Community
Arnett, Ethel Stephens	personal					UNCG	CDM	ttt
Arnett, Georgia	personal		Editor			UNCG	CDM	Carolinian
Arnett, Thomas, 1791-1877	personal		Author			UNCG	CDM	tb1
Arnold, Clara						UNCG	CDM	MSS
Arnold, Clara	personal		Author			UNCG	CDM	tb1
Arnold, Edwin, Sir, 1832-1904	personal		Author			UNCG	CDM	tb1
Arnold, Matthew, 1822-1888	personal		Author			UNCG	CDM	tb1
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Aronson, Lev, 1912-1988	personal		Composer			UNCG	CDM	Greenhouse
Arrow						UNCG	CDM	ui
Arrow Shirt, Cluett, Peabody, & Co Inc, U.S.A						UNCG	CDM	ui
Art [no last name given]						UNCG	CDM	ui
Art Flag Company, Inc.						UNCG	CDM	ui
Arthur, Della Boren	personal					UNCG	CDM	tb1
Arthur, T. S. (Timothy Shay), 1809-1885	personal		Author			UNCG	CDM	tb1
Arthur, T. S. (Timothy Shay), 1809-1885	personal		Author			UNCG	CDM	tb1
Arthurs, Stanley M., 1877-1950	personal		Illustrator			UNCG	CDM	tb1
Arundel, Edna						UNCG	CDM	Carolinian
Arvin Industries	corporate					UNCG	CDM	HENP
Ascherman, Edward H.	personal		Illustrator			UNCG	CDM	tb1
Ashburn, Leah Wong	personal					UNCG	CDM	Community
Ashby, Helen B.						UNCG	CDM	CivilRights
Ashby, Warren						UNCG	CDM	CivilRights
Ashby, Warren						UNCG	CDM	CivilRights
Ashby, Warren						UNCG	CDM	CivilRights
Ashby, Warren						UNCG	CDM	CivilRights
Ashby, Warren						UNCG	CDM	Carolinian
Ashe, Edmund M. (Edmund Marion), 1867-1941	personal		Illustrator			UNCG	CDM	tb1
Ashe, Ruby						UNCG	CDM	Carolinian
Asher, Joseph						UNCG	CDM	CivilRights
Ashley, Jane	personal					UNCG	CDM	HENP
Ashley, W. J. (William James), Sir, 1860-1927						UNCG	CDM	wwipams
Ashmore, Ruth	personal		Author			UNCG	CDM	tb1
Askew, Alice	personal		Author			UNCG	CDM	tb1
Asquith, H. H. (Herbert Henry), 1852-1928						UNCG	CDM	wwipams
Asquith, H. H.(Herbert Henry), 1852-1928						UNCG	CDM	wwipams
Associated Bulb Growers of Holland	corporate					UNCG	CDM	HENP
Associated Press						UNCG	CDM	CivilRights
Associated Press						UNCG	CDM	CivilRights
Association of Land-Grant Colleges and Universities. Convention (41st 1927 Chicago, Ill.)	corporate					UNCG	CDM	HENP
Atha, Dora Ann DeHart						UNCG	CDM	wvhp
Atherton, Gertrude Franklin Horn, 1857-1948	personal		Author			UNCG	CDM	tb1
Athletic Research Society						UNCG	CDM	PEPams
Athletic Research Society Proceedings of the Fifteenth Annual Meeting Athletic Research Society Papers read at the Fourteenth Annual Meeting.						UNCG	CDM	PEPams
Atkins, Gertrude Walton	personal		Editor			UNCG	CDM	Carolinian
Atkins, Gertrude Walton						UNCG	CDM	Carolinian
Atkins, Trudy						UNCG	CDM	ui
Atkins, Trudy						UNCG	CDM	ui
Atkinson, Helen						UNCG	CDM	CivilRights
Atkinson, Mike						UNCG	CDM	ui
Attarian, BJ						UNCG	CDM	ui
Atteridge, Harold			Lyricist			UNCG	CDM	Hansen
Attwood, Francis Gilbert, 1856-1900	personal		Illustrator			UNCG	CDM	tb1
Atwater, Helen W.						UNCG	CDM	wwipams
Atwater, W. O. (Wilbur Olin), 1844-1907						UNCG	CDM	PEPams
Atwood, Clara E.	personal		Binding Designer			UNCG	CDM	tb1
Augustin Daly						UNCG	CDM	Hansen
Aull, George H., Jr.	personal					UNCG	CDM	UrbanDevGSO
Auman, Robert M.						UNCG	CDM	CivilRights
Austell, Dorothy B.						UNCG	CDM	wvhp
Austen, E. J.	personal		Illustrator			UNCG	CDM	tb1
Austen, Emily Semple						UNCG	CDM	Carolinian
Austin, Bertha J., 1871-	personal		Author			UNCG	CDM	tb1
Austin, Emily S.						UNCG	CDM	Carolinian
Austin, Jane G. (Jane Goodwin), 1831-1894	personal		Author			UNCG	CDM	tb1
Austin, Joan						UNCG	CDM	Carolinian
Auston,Emily Semple						UNCG	CDM	ttt
Austro-Americana						UNCG	CDM	Gove
Austro-Hungarian Monarchy.Ministerium des K. und K. Hauses und des ussern						UNCG	CDM	wwipams
Author of Nothing at all						UNCG	CDM	MSS
Author of The young man's own book	personal		Author			UNCG	CDM	tb1
Auxiliary to the Guilford County Medical Society, Greensboro branch	personal					UNCG	CDM	Cone
Auxiliary to the Guilford County Medical Society, Greensboro branch	corporate					UNCG	CDM	Cone
Averill, Lawrence Augustus, 1891-						UNCG	CDM	PEPams
Avery			Lyricist			UNCG	CDM	Hansen
Avery-Stuttle, L. D. (Lilla Dale), 1855-1933	personal		Author			UNCG	CDM	tb1
Avery, Dorothy						UNCG	CDM	wvhp
Avery, Edith	personal		Editor			UNCG	CDM	Carolinian
Avery, Edith Calvert						UNCG	CDM	Carolinian
Avery, Emma Sharpe						UNCG	CDM	Carolinian
Avery, Gladys						UNCG	CDM	Carolinian
Avison, George, 1885-	personal		Illustrator			UNCG	CDM	tb1
Avison, George, 1885-	personal		Binding Designer			UNCG	CDM	tb1
Aycock, Charles B.						UNCG	CDM	Carolinian
Aydelette, Betty Griesinger Sink						UNCG	CDM	Carolinian
Ayer, Mary	personal		Illustrator			UNCG	CDM	tb1
Ayer, Nat D.			Composer			UNCG	CDM	Hansen
Ayer, Nat. D.			Lyricist			UNCG	CDM	Hansen
Ayers, Rebecca	personal					UNCG	CDM	Community
Ayers, Vera						UNCG	CDM	Carolinian
Ayers, Will						UNCG	CDM	ui
Ayres, Katharine S.	personal		Author			UNCG	CDM	tb1
Aziz, Towsif						UNCG	CDM	ui
B.	personal		Illustrator			UNCG	CDM	tb1
B. B.						UNCG	CDM	Carolinian
B. C.						UNCG	CDM	Carolinian
B. E.						UNCG	CDM	Carolinian
B. J. Falk						UNCG	CDM	Hansen
B. M.						UNCG	CDM	Carolinian
B. M. H.						UNCG	CDM	Carolinian
B. M. L.						UNCG	CDM	Carolinian
B.G.D.	personal		Illustrator			UNCG	CDM	tb1
B.P.	personal		Binding Designer			UNCG	CDM	tb1
B.S.	personal		Binding Designer			UNCG	CDM	tb1
B.W.T.	personal		Binding Designer			UNCG	CDM	tb1
BAB	personal		Binding Designer			UNCG	CDM	tb1
Baber, Cort and Wood, P.A.						UNCG	CDM	ui
Babington, Charles						UNCG	CDM	CivilRights
Bacardi Imports, Inc.	corporate					UNCG	CDM	HENP
Bach Aria Group						UNCG	CDM	Greenhouse
Bach, Anna Magdalena, 1701-1760	personal		Composer	Bach, Anna Magdalena, 1701-1760	http://id.loc.gov/authorities/names/n79021425	UNCG	CDM	Greenhouse
Bach, Anna Magdalena, 1701-1760	personal		Composer	Bach, Anna Magdalena, 1701-1760	http://id.loc.gov/authorities/names/n79021425	UNCG	CDM	Greenhouse
Bach, Carl Philipp Emanuel, 1714-1788	personal		Composer	Bach, Carl Philipp Emanuel, 1714-1788	http://id.loc.gov/authorities/names/n79021425	UNCG	CDM	Greenhouse
