name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection
"Davis, Joseph Jonathan"	Person			"Davis, Joseph Jonathan"		UNCW	ArchivesSpace	
"Davis, Joy"	Person					UNCW	ArchivesSpace	
"Dell, Alfred M. (Alfred Moore)"	Person			"Dell, Alfred M. (Alfred Moore)"		UNCW	ArchivesSpace	
Democratic National Committee (U.S.)	Corporate					UNCW	ArchivesSpace	
Democratic Party	Corporate					UNCW	ArchivesSpace	
Democratic Party (N.C.)	Corporate					UNCW	ArchivesSpace	
"Demski, Steve"	Person					UNCW	ArchivesSpace	
"Denunzia, Jane Cooper"	Person					UNCW	ArchivesSpace	
"Depaolo, Rosemary"	Person					UNCW	ArchivesSpace	
Department Of A/V Media Services	Corporate					UNCW	ArchivesSpace	
Department Of Art And Art History	Corporate					UNCW	ArchivesSpace	
Department Of Art And Theatre	Corporate					UNCW	ArchivesSpace	
Department Of Athletics	Corporate					UNCW	ArchivesSpace	
Department Of Biology	Corporate					UNCW	ArchivesSpace	
Department Of Biology And Marine Biology	Corporate					UNCW	ArchivesSpace	
Department Of Chemistry	Corporate					UNCW	ArchivesSpace	
Department Of Chemistry And Biochemistry	Corporate					UNCW	ArchivesSpace	
Department Of Communication Studies	Corporate					UNCW	ArchivesSpace	
Department Of Creative Writing	Corporate					UNCW	ArchivesSpace	
Department Of Earth Sciences	Corporate					UNCW	ArchivesSpace	
Department Of English	Corporate					UNCW	ArchivesSpace	
Department Of Film Studies	Corporate					UNCW	ArchivesSpace	
Department Of Geography And Geology	Corporate					UNCW	ArchivesSpace	
Department Of History	Corporate					UNCW	ArchivesSpace	
Department Of Media Production	Corporate					UNCW	ArchivesSpace	
Department Of Philosophy And Religion	Corporate					UNCW	ArchivesSpace	
Department Of Public Safety	Corporate					UNCW	ArchivesSpace	
Department Of Theatre	Corporate					UNCW	ArchivesSpace	
"Derosset, Fannie"	Person					UNCW	ArchivesSpace	
Development Office	Corporate					UNCW	ArchivesSpace	
"Devries, Walter"	Person					UNCW	ArchivesSpace	
"Dexter, John, 1928-"	Person					UNCW	ArchivesSpace	
"Dickey, Janice"	Person					UNCW	ArchivesSpace	
Digital Communities Project	Corporate					UNCW	ArchivesSpace	
Division For Public Service And Continuing Studies	Corporate					UNCW	ArchivesSpace	
Division For Public Service And Extended Education	Corporate					UNCW	ArchivesSpace	
Division Of Academic Affairs	Corporate					UNCW	ArchivesSpace	
Division Of Business Affairs	Corporate					UNCW	ArchivesSpace	
Division Of Student Affairs	Corporate					UNCW	ArchivesSpace	
"Donlon, Lena"	Person					UNCW	ArchivesSpace	
"Dunkerly, Robert M."	Person			"Dunkerly, Robert M."		UNCW	ArchivesSpace	
"Ehringhaus, John Christoph Blucher, 1882-1949."	Person					UNCW	ArchivesSpace	
"Eilers, Herman B"	Person					UNCW	ArchivesSpace	
"Ellis, Carol"	Person					UNCW	ArchivesSpace	
"Ellis, Dr. Carol"	Person					UNCW	ArchivesSpace	
"Ellis, John Willis"	Person			"Ellis, John Willis"		UNCW	ArchivesSpace	
"Ellis, John Willis, 1820-1861"	Person					UNCW	ArchivesSpace	
"Ellis, Patricia Carol, Office Of The Provost."	Person					UNCW	ArchivesSpace	
Emergency Currency	Person					UNCW	ArchivesSpace	
Enterprise Risk Management Office	Corporate					UNCW	ArchivesSpace	
"Ervin, Elizabeth"	Person					UNCW	ArchivesSpace	
"Espy, William"	Person					UNCW	ArchivesSpace	
"Evans, Amy"	Person					UNCW	ArchivesSpace	
"Ewell, Benjamin Stoddert"	Person			"Ewell, Benjamin Stoddert"		UNCW	ArchivesSpace	
"Ewell, Benjamin Stoddert, 1810-1894"	Person					UNCW	ArchivesSpace	
Faculty Hearings Committee	Corporate					UNCW	ArchivesSpace	
Faculty Senate	Corporate					UNCW	ArchivesSpace	
Faculty Wives Club	Corporate					UNCW	ArchivesSpace	
"Farrar, Mary E. High"	Person					UNCW	ArchivesSpace	
"Fechtig, Alice Morriss"	Person					UNCW	ArchivesSpace	
"Fernando, Shane"	Person					UNCW	ArchivesSpace	
"Fetterman, Cheryl"	Person					UNCW	ArchivesSpace	
Ficklen Family	Family					UNCW	ArchivesSpace	
Ficklen Family Papers	Family					UNCW	ArchivesSpace	
"Ficklen, Conway"	Person					UNCW	ArchivesSpace	
"Ficklen, Fitzhugh"	Person					UNCW	ArchivesSpace	
"Ficklen, Fitzhugh Conway"	Person					UNCW	ArchivesSpace	
"Ficklen, James Burwell, 1803-1874"	Person					UNCW	ArchivesSpace	
"Ficklen, John Rose"	Person					UNCW	ArchivesSpace	
"Ficklen, Julian B."	Person					UNCW	ArchivesSpace	
Fisher University Union	Corporate					UNCW	ArchivesSpace	
"Fitzhugh, William, 1651-1701"	Person					UNCW	ArchivesSpace	
"Fonvielle, Chris Eugene"	Person			"Fonvielle, Chris Eugene"		UNCW	ArchivesSpace	
"Fort, Deron"	Person					UNCW	ArchivesSpace	
"Foundation, 1898 Commemoration"	Corporate					UNCW	ArchivesSpace	
"Foushee, Isabell"	Person					UNCW	ArchivesSpace	
Frank Leslie's Illustrated Newspaper	Corporate					UNCW	ArchivesSpace	
"Franklin, Benjamin, 1706-1790"	Person					UNCW	ArchivesSpace	
"Freeman, Ann"	Person					UNCW	ArchivesSpace	
"Friday, William C. (William Clyde)"	Person			"Friday, William C. (William Clyde)"		UNCW	ArchivesSpace	
Friends Of UNCW	Corporate					UNCW	ArchivesSpace	
"Fritzler, Peter"	Person					UNCW	ArchivesSpace	
"Frost, Reuben Lovette"	Person					UNCW	ArchivesSpace	
"Garfield, James A. (James Abram), 1831-1881"	Person					UNCW	ArchivesSpace	
"Garner, Sam L."	Person					UNCW	ArchivesSpace	
"Gates, Margery"	Person					UNCW	ArchivesSpace	
"Gatlin, H. Leon  III"	Person					UNCW	ArchivesSpace	
"Germany (Territory Under Allied Occupation, 1945-1955 : U.S. Zone). Office Of Military Government"	Corporate					UNCW	ArchivesSpace	
Gillespie Family	Family					UNCW	ArchivesSpace	
"Gillespie, James"	Person					UNCW	ArchivesSpace	
"Gilson, Mary Barnett"	Person			"Gilson, Mary Barnett"		UNCW	ArchivesSpace	
"Gilson, Mary Barnett"	Person					UNCW	ArchivesSpace	
"Glancy, Michael L."	Person					UNCW	ArchivesSpace	
"Goodspeed, Lynee"	Person					UNCW	ArchivesSpace	
"Gordon-Smith, Gordon"	Person					UNCW	ArchivesSpace	
Gore Family	Person					UNCW	ArchivesSpace	
"Gorman, Ginny, 1928-"	Person					UNCW	ArchivesSpace	
"Gough, Robert"	Person					UNCW	ArchivesSpace	
Graduate Administrative Board	Corporate					UNCW	ArchivesSpace	
Graduate School	Corporate					UNCW	ArchivesSpace	
"Graham, Fred B."	Person					UNCW	ArchivesSpace	
"Graham, Stephen"	Person					UNCW	ArchivesSpace	
"Grainger, Joan"	Person					UNCW	ArchivesSpace	
"Gunn, John (John Alan)"	Person			"Gunn, John (John Alan)"		UNCW	ArchivesSpace	
"Guthrie, Cathy Murphy And Gail"	Person					UNCW	ArchivesSpace	
Hamilton Family	Family					UNCW	ArchivesSpace	
"Hamilton, Deborah"	Person					UNCW	ArchivesSpace	
"Hamilton, Elizabeth"	Person					UNCW	ArchivesSpace	
"Hamilton, Grace"	Person					UNCW	ArchivesSpace	
"Hamilton, John Carroll"	Person					UNCW	ArchivesSpace	
"Hamilton, John O., Jr."	Person					UNCW	ArchivesSpace	
"Hamilton, John Sr."	Person					UNCW	ArchivesSpace	
"Hamilton, Thomas T. (Thomas Tristam)"	Person			"Hamilton, Thomas T. (Thomas Tristam)"		UNCW	ArchivesSpace	
"Hamilton, Thomas T. (Thomas Tristam), 1900-"	Person			"Hamilton, Thomas T. (Thomas Tristam), 1900-"		UNCW	ArchivesSpace	
"Hanson, Roger Weightman,"	Person			"Hanson, Roger Weightman,"		UNCW	ArchivesSpace	
"Hanson, Roger Weightman, 1827-1863"	Person					UNCW	ArchivesSpace	
"Hardee, Lewis J."	Person			"Hardee, Lewis J."		UNCW	ArchivesSpace	
"Hardee, Lewis J."	Person					UNCW	ArchivesSpace	
"Harriss, Elizabeth"	Person					UNCW	ArchivesSpace	
"Hayes, Sherman"	Person					UNCW	ArchivesSpace	
"Heimann, Robert K."	Person			"Heimann, Robert K."		UNCW	ArchivesSpace	
"Helin, Debra"	Person		Administrative Associate			UNCW	ArchivesSpace	
"Helms, Suzanne"	Person					UNCW	ArchivesSpace	
"Hemingway, Erik"	Person					UNCW	ArchivesSpace	
"High, D. P."	Person					UNCW	ArchivesSpace	
"High, Daniel Pinkney"	Person					UNCW	ArchivesSpace	
"High, Elizabeth Gore"	Person					UNCW	ArchivesSpace	
"High, James"	Person					UNCW	ArchivesSpace	
"High, John Homer"	Person					UNCW	ArchivesSpace	
"High, William J."	Person					UNCW	ArchivesSpace	
"Hoggard, John Thomas, 1876-1965"	Person					UNCW	ArchivesSpace	
"Hoke, William J."	Person					UNCW	ArchivesSpace	
"Holland, Nancy"	Person					UNCW	ArchivesSpace	
"Holliday, Austin Joseph"	Person					UNCW	ArchivesSpace	
Honors College	Corporate					UNCW	ArchivesSpace	
"Horton, George Moses"	Person			"Horton, George Moses"		UNCW	ArchivesSpace	
"Horton, George Moses (1798?-approximately 1880)"	Person					UNCW	ArchivesSpace	
Howe Family	Family					UNCW	ArchivesSpace	
"Howe, Alfred"	Person					UNCW	ArchivesSpace	
"Howe, Tenah"	Person					UNCW	ArchivesSpace	
Howell Family	Family					UNCW	ArchivesSpace	
"Howell, Claude, 1915-1997"	Person					UNCW	ArchivesSpace	
"Howell, Lawson"	Person					UNCW	ArchivesSpace	
"Howell, William M."	Person					UNCW	ArchivesSpace	
"Hughes, Elizabeth, 1928-"	Person					UNCW	ArchivesSpace	
"Hughes, Zach"	Person					UNCW	ArchivesSpace	
"Hughes, Zachary, 1928-"	Person					UNCW	ArchivesSpace	
Human Relations Advisory Committee	Corporate					UNCW	ArchivesSpace	
"Hunt, Spotswood"	Person					UNCW	ArchivesSpace	
"Hurt, Mark"	Person					UNCW	ArchivesSpace	
Illustrated London News	Corporate					UNCW	ArchivesSpace	
"Inman, Will"	Person					UNCW	ArchivesSpace	
"Innes, Evan"	Person					UNCW	ArchivesSpace	
Isaac Bear Early College High School	Corporate					UNCW	ArchivesSpace	
J.B. Ficklen & Sons	Corporate					UNCW	ArchivesSpace	
"Johnson, Andrew, 1808-1875"	Person					UNCW	ArchivesSpace	
"Johnson, Betsy"	Person					UNCW	ArchivesSpace	
"Johnson, David Ronald"	Person					UNCW	ArchivesSpace	
"Johnson, Jan"	Person		"Administrative Support Specialist, Academic Affairs Provost."			UNCW	ArchivesSpace	
Jones Family	Family					UNCW	ArchivesSpace	
"Jones, Viola M."	Person					UNCW	ArchivesSpace	
"Jones, Wilbur D."	Person			"Jones, Wilbur D."		UNCW	ArchivesSpace	
"Jordan, Michael, 1963-"	Person					UNCW	ArchivesSpace	
Junior League Of Wilmington	Corporate			Junior League Of Wilmington		UNCW	ArchivesSpace	
"Kane, Pablo, 1928-"	Person					UNCW	ArchivesSpace	
"Kanto, Peter, 1928-"	Person					UNCW	ArchivesSpace	
"Kappa, Phi Delta"	Corporate					UNCW	ArchivesSpace	
Kellog Family	Person					UNCW	ArchivesSpace	
Kenan Family	Family					UNCW	ArchivesSpace	
"Kenan Ii,  James Graham, 1883-1920"	Person					UNCW	ArchivesSpace	
"Kirton, Edwin E."	Person					UNCW	ArchivesSpace	
Lamco	Corporate					UNCW	ArchivesSpace	
"Lanier, Christina"	Person					UNCW	ArchivesSpace	
"Lanier, Mark"	Person					UNCW	ArchivesSpace	
"Lanier, Mark W."	Person					UNCW	ArchivesSpace	
"Lawhead, Justin"	Person		Assistant Director Of Campus Activities			UNCW	ArchivesSpace	
Lazar Family	Person					UNCW	ArchivesSpace	
Lazarus Family	Person					UNCW	ArchivesSpace	
"Lazarus, Aaron Marks"	Person					UNCW	ArchivesSpace	
"Lazarus, Marks"	Person					UNCW	ArchivesSpace	
"Lazarus, Rachel Benjamin"	Person					UNCW	ArchivesSpace	
"Lazarus, Rachel Mordecai, 1788-1838"	Person					UNCW	ArchivesSpace	
Lazenby Family 	Person					UNCW	ArchivesSpace	
Leadership Center	Corporate					UNCW	ArchivesSpace	
League Of Women Voters Of The Lower Cape Fear	Corporate					UNCW	ArchivesSpace	
Learning Institute Of North Carolina	Corporate					UNCW	ArchivesSpace	
"Lennon, Alton"	Person			"Lennon, Alton"		UNCW	ArchivesSpace	
"Lennon, Alton"	Person					UNCW	ArchivesSpace	
Leroy W. Upperman African American Cultural Center	Corporate					UNCW	ArchivesSpace	
"Leutze, James R., 1935-"	Person			"Leutze, James R., 1935-"		UNCW	ArchivesSpace	
"Lindgren, Sharon"	Person					UNCW	ArchivesSpace	
"Lipman, Sherwin"	Person					UNCW	ArchivesSpace	
"Long, Glenn"	Person					UNCW	ArchivesSpace	
"Loring, William Wing"	Person					UNCW	ArchivesSpace	
"Love, Anna Parsley"	Person					UNCW	ArchivesSpace	
"Lugo, Gabriel"	Person					UNCW	ArchivesSpace	
"Lyman, John"	Person					UNCW	ArchivesSpace	
Macmillan Family	Family					UNCW	ArchivesSpace	
"Macmillan, Eleanor"	Person					UNCW	ArchivesSpace	
"Macmillan, Margaret Anderson"	Person					UNCW	ArchivesSpace	
"Macmillan, Sidney Gardner (Gardiner)"	Person					UNCW	ArchivesSpace	
"Macmillan, William Dougald"	Person					UNCW	ArchivesSpace	
"Macmillian, Sidney Gardner"	Person					UNCW	ArchivesSpace	
"Macneill, Ben Dixon"	Person			"Macneill, Ben Dixon"		UNCW	ArchivesSpace	
Macon And Brunswick Railroad Company	Corporate					UNCW	ArchivesSpace	
"Macrae, William, 1834-1882"	Person					UNCW	ArchivesSpace	
Major League Baseball	Corporate					UNCW	ArchivesSpace	
"Manly, Charles, 1795-1871"	Person					UNCW	ArchivesSpace	
Marine Quest	Corporate					UNCW	ArchivesSpace	
"Marks, Stuart A."	Person			"Marks, Stuart A."		UNCW	ArchivesSpace	
"Marks, Stuart A., 1939-"	Person			"Marks, Stuart A., 1939-"		UNCW	ArchivesSpace	
"Marks, Stuart A., 1939-"	Person					UNCW	ArchivesSpace	
"Marshall, Dorothy"	Person					UNCW	ArchivesSpace	
"Mcallister, Steve"	Person					UNCW	ArchivesSpace	
"Mccarthy, Gerald"	Person			"Mccarthy, Gerald"		UNCW	ArchivesSpace	
"Mccrady, Edward,"	Person			"Mccrady, Edward,"		UNCW	ArchivesSpace	
"Mcdaniel, Kathy"	Person					UNCW	ArchivesSpace	
Mcdonald Family	Family					UNCW	ArchivesSpace	
Mcdonald-howe Family	Family					UNCW	ArchivesSpace	
"Mceachern, Leora H."	Person			"Mceachern, Leora H."		UNCW	ArchivesSpace	
"Mcgirt, William Archibald"	Person					UNCW	ArchivesSpace	
"Mcguire, Phillip"	Person			"Mcguire, Phillip"		UNCW	ArchivesSpace	
"Mcintyre, Mike"	Person					UNCW	ArchivesSpace	
"Mckinney, Bruce"	Person					UNCW	ArchivesSpace	
"Mckoy, Elizabeth Francenia"	Person					UNCW	ArchivesSpace	
"Mcloughlin, Virginia Duffy"	Person					UNCW	ArchivesSpace	
"Mcloughlin, William Gerald"	Person					UNCW	ArchivesSpace	
"Meinhold, Steve"	Person					UNCW	ArchivesSpace	
"Mendelsohn, Samuel"	Person			"Mendelsohn, Samuel"		UNCW	ArchivesSpace	
Men's Basketball Office	Corporate					UNCW	ArchivesSpace	
"Merritt, James F."	Person					UNCW	ArchivesSpace	
"Merritt, James F., 1944-"	Person					UNCW	ArchivesSpace	
"Messina, Heidi"	Person					UNCW	ArchivesSpace	
"Miller, Linda C."	Person					UNCW	ArchivesSpace	
"Miller, Todd"	Person					UNCW	ArchivesSpace	
"Mims, Luann"	Person					UNCW	ArchivesSpace	
MIT Program	Corporate					UNCW	ArchivesSpace	
MLB	Corporate					UNCW	ArchivesSpace	
"Moallem, Mahnaz"	Person					UNCW	ArchivesSpace	
"Montford Point Camp (Camp Lejeune, N.C.)"	Corporate					UNCW	ArchivesSpace	
"Moore, Linda"	Person					UNCW	ArchivesSpace	
Morris Family	Family					UNCW	ArchivesSpace	
"Museum Of World Cultures (Wilmington, N.C.)"	Corporate					UNCW	ArchivesSpace	
National Basketball Association	Corporate			National Basketball Association		UNCW	ArchivesSpace	
National Catholic Community Service	Corporate					UNCW	ArchivesSpace	
National Collegiate Athletic Association	Corporate			National Collegiate Athletic Association		UNCW	ArchivesSpace	
National Council For Accreditation Of Teacher Education	Corporate					UNCW	ArchivesSpace	
National Federation Of Music Clubs	Corporate					UNCW	ArchivesSpace	
National Football League	Corporate			National Football League		UNCW	ArchivesSpace	
National Oceanic And Atmospheric Administration	Corporate			National Oceanic And Atmospheric Administration		UNCW	ArchivesSpace	
National Register Of Historic Places	Corporate			National Register Of Historic Places		UNCW	ArchivesSpace	
National Socialist Party	Corporate					UNCW	ArchivesSpace	
National Undersea Research Center	Corporate			National Undersea Research Center		UNCW	ArchivesSpace	
National Undersea Research Program (U.S.)	Corporate			National Undersea Research Program (U.S.)		UNCW	ArchivesSpace	
NBA	Corporate					UNCW	ArchivesSpace	
NCAA	Corporate					UNCW	ArchivesSpace	
"Nesmith, Frank"	Person					UNCW	ArchivesSpace	
New Hanover County Women League Of Voters	Corporate					UNCW	ArchivesSpace	
"Nicholson, F.C."	Person					UNCW	ArchivesSpace	
North Carolina Advancement School	Corporate					UNCW	ArchivesSpace	
North Carolina Board Of State Canvassers	Corporate					UNCW	ArchivesSpace	
"North Carolina Coastal, Federation"	Corporate			"North Carolina Coastal, Federation"		UNCW	ArchivesSpace	
North Carolina Education Association	Corporate					UNCW	ArchivesSpace	
"North Carolina Educational, Historical, And Scientific Foundation"	Corporate					UNCW	ArchivesSpace	
North Carolina Federation Of Music Clubs	Corporate					UNCW	ArchivesSpace	
North Carolina General Assembly	Corporate					UNCW	ArchivesSpace	
North Carolina General Assemby	Corporate			North Carolina General Assemby		UNCW	ArchivesSpace	
North Carolina National Bank	Corporate					UNCW	ArchivesSpace	
North Carolina Society Of Colonial Dames	Corporate					UNCW	ArchivesSpace	
North Carolina. Governor (1859-1861 : Ellis)	Corporate					UNCW	ArchivesSpace	
North Carolina. State Board Of Elections	Corporate					UNCW	ArchivesSpace	
"North, Jessie H."	Person					UNCW	ArchivesSpace	
"Nunn, Scott"	Person					UNCW	ArchivesSpace	
Office Of Admissions	Corporate					UNCW	ArchivesSpace	
Office Of Campus Activities	Corporate					UNCW	ArchivesSpace	
Office Of Campus Recreation	Corporate					UNCW	ArchivesSpace	
Office Of Health Promotion	Corporate					UNCW	ArchivesSpace	
Office Of Housing And Residence Life	Corporate					UNCW	ArchivesSpace	
Office Of Institutional Diversity And Inclusion	Corporate					UNCW	ArchivesSpace	
Office Of Institutional Research	Corporate					UNCW	ArchivesSpace	
Office Of Marketing And Communications	Corporate					UNCW	ArchivesSpace	
Office Of Printing Services	Corporate					UNCW	ArchivesSpace	
Office Of Purchasing Services	Corporate					UNCW	ArchivesSpace	
Office Of Sponsored Programs	Corporate					UNCW	ArchivesSpace	
Office Of Sports Information	Person					UNCW	ArchivesSpace	
Office Of The Chancellor	Corporate					UNCW	ArchivesSpace	
Office Of The Chancellor	Person					UNCW	ArchivesSpace	
Office Of The Chancellor Emeritus	Corporate					UNCW	ArchivesSpace	
